concurso,data,numeros,numeros_str,arrecadacao,ganhadores_20,ganhadores_19,ganhadores_18,ganhadores_17,ganhadores_16,ganhadores_0,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,n13,n14,n15,n16,n17,n18,n19,n20
2570,2016-03-05,"[6, 9, 10, 19, 27, 30, 41, 42, 44, 46, 49, 50, 65, 66, 72, 75, 77, 78, 82, 89]",06-09-10-19-27-30-41-42-44-46-49-50-65-66-72-75-77-78-82-89,14280955,1,16,73,1474,8858,10,6,9,10,19,27,30,41,42,44,46,49,50,65,66,72,75,77,78,82,89
2571,2016-03-07,"[0, 5, 13, 16, 20, 26, 27, 39, 43, 44, 60, 62, 63, 64, 65, 67, 70, 75, 91, 96]",00-05-13-16-20-26-27-39-43-44-60-62-63-64-65-67-70-75-91-96,6305365,1,36,249,1298,5485,10,0,5,13,16,20,26,27,39,43,44,60,62,63,64,65,67,70,75,91,96
2572,2016-03-10,"[0, 5, 7, 17, 19, 22, 23, 31, 32, 40, 44, 45, 46, 51, 65, 70, 84, 85, 92, 99]",00-05-07-17-19-22-23-31-32-40-44-45-46-51-65-70-84-85-92-99,18704230,1,36,108,1888,7277,10,0,5,7,17,19,22,23,31,32,40,44,45,46,51,65,70,84,85,92,99
2573,2016-03-12,"[5, 15, 21, 22, 29, 33, 35, 36, 37, 41, 57, 64, 67, 71, 73, 85, 87, 90, 93, 97]",05-15-21-22-29-33-35-36-37-41-57-64-67-71-73-85-87-90-93-97,13499974,3,27,126,1730,8076,10,5,15,21,22,29,33,35,36,37,41,57,64,67,71,73,85,87,90,93,97
2574,2016-03-14,"[4, 12, 14, 15, 19, 25, 30, 36, 37, 39, 49, 59, 67, 68, 75, 81, 82, 92, 93, 99]",04-12-14-15-19-25-30-36-37-39-49-59-67-68-75-81-82-92-93-99,14804056,2,15,201,1848,7744,2,4,12,14,15,19,25,30,36,37,39,49,59,67,68,75,81,82,92,93,99
2575,2016-03-17,"[3, 4, 14, 23, 24, 32, 34, 39, 42, 47, 52, 53, 63, 64, 69, 85, 89, 95, 98, 99]",03-04-14-23-24-32-34-39-42-47-52-53-63-64-69-85-89-95-98-99,15759608,0,25,195,1285,8592,5,3,4,14,23,24,32,34,39,42,47,52,53,63,64,69,85,89,95,98,99
2576,2016-03-19,"[5, 14, 17, 21, 34, 45, 47, 48, 58, 61, 66, 69, 72, 77, 84, 85, 86, 88, 92, 98]",05-14-17-21-34-45-47-48-58-61-66-69-72-77-84-85-86-88-92-98,5931109,2,47,273,813,8279,3,5,14,17,21,34,45,47,48,58,61,66,69,72,77,84,85,86,88,92,98
2577,2016-03-21,"[8, 14, 19, 28, 32, 46, 47, 48, 50, 58, 59, 60, 61, 64, 71, 85, 87, 92, 97, 99]",08-14-19-28-32-46-47-48-50-58-59-60-61-64-71-85-87-92-97-99,16301947,0,20,173,1236,13817,9,8,14,19,28,32,46,47,48,50,58,59,60,61,64,71,85,87,92,97,99
2578,2016-03-24,"[1, 9, 10, 11, 20, 21, 28, 30, 51, 61, 62, 64, 68, 70, 77, 80, 86, 91, 92, 95]",01-09-10-11-20-21-28-30-51-61-62-64-68-70-77-80-86-91-92-95,16575950,0,36,298,1422,7753,8,1,9,10,11,20,21,28,30,51,61,62,64,68,70,77,80,86,91,92,95
2579,2016-03-26,"[1, 7, 11, 29, 31, 32, 37, 39, 40, 41, 48, 50, 54, 61, 77, 79, 82, 91, 95, 97]",01-07-11-29-31-32-37-39-40-41-48-50-54-61-77-79-82-91-95-97,10117573,1,42,143,942,14828,8,1,7,11,29,31,32,37,39,40,41,48,50,54,61,77,79,82,91,95,97
2580,2016-03-28,"[1, 15, 21, 27, 29, 35, 41, 49, 53, 54, 56, 59, 62, 63, 70, 71, 76, 77, 91, 95]",01-15-21-27-29-35-41-49-53-54-56-59-62-63-70-71-76-77-91-95,17576245,1,10,263,926,6990,3,1,15,21,27,29,35,41,49,53,54,56,59,62,63,70,71,76,77,91,95
2581,2016-03-30,"[0, 3, 9, 13, 14, 23, 32, 34, 38, 45, 48, 51, 63, 68, 70, 78, 82, 89, 91, 92]",00-03-09-13-14-23-32-34-38-45-48-51-63-68-70-78-82-89-91-92,15127751,1,19,209,1523,13978,6,0,3,9,13,14,23,32,34,38,45,48,51,63,68,70,78,82,89,91,92
2582,2016-04-02,"[2, 9, 11, 19, 22, 24, 25, 30, 33, 35, 41, 51, 59, 62, 68, 77, 92, 94, 96, 97]",02-09-11-19-22-24-25-30-33-35-41-51-59-62-68-77-92-94-96-97,17468071,0,48,206,1288,10598,3,2,9,11,19,22,24,25,30,33,35,41,51,59,62,68,77,92,94,96,97
2583,2016-04-04,"[1, 4, 11, 15, 18, 28, 29, 39, 45, 46, 47, 51, 60, 62, 66, 83, 89, 92, 94, 99]",01-04-11-15-18-28-29-39-45-46-47-51-60-62-66-83-89-92-94-99,14162404,2,30,80,1464,14196,6,1,4,11,15,18,28,29,39,45,46,47,51,60,62,66,83,89,92,94,99
2584,2016-04-06,"[0, 1, 3, 6, 11, 18, 22, 23, 27, 32, 33, 53, 58, 61, 63, 66, 67, 74, 84, 86]",00-01-03-06-11-18-22-23-27-32-33-53-58-61-63-66-67-74-84-86,10118516,0,30,255,1053,13260,6,0,1,3,6,11,18,22,23,27,32,33,53,58,61,63,66,67,74,84,86
2585,2016-04-09,"[2, 5, 12, 19, 23, 24, 27, 29, 37, 39, 44, 45, 50, 56, 57, 66, 82, 91, 94, 97]",02-05-12-19-23-24-27-29-37-39-44-45-50-56-57-66-82-91-94-97,8917789,1,49,211,1726,6347,4,2,5,12,19,23,24,27,29,37,39,44,45,50,56,57,66,82,91,94,97
2586,2016-04-11,"[9, 10, 15, 18, 27, 31, 37, 48, 52, 54, 55, 61, 63, 73, 81, 84, 88, 89, 92, 97]",09-10-15-18-27-31-37-48-52-54-55-61-63-73-81-84-88-89-92-97,13475777,0,28,104,1789,11403,2,9,10,15,18,27,31,37,48,52,54,55,61,63,73,81,84,88,89,92,97
2587,2016-04-13,"[7, 12, 13, 23, 25, 37, 46, 48, 52, 53, 56, 62, 71, 75, 79, 90, 93, 94, 96, 97]",07-12-13-23-25-37-46-48-52-53-56-62-71-75-79-90-93-94-96-97,12165540,1,22,257,1192,10703,2,7,12,13,23,25,37,46,48,52,53,56,62,71,75,79,90,93,94,96,97
2588,2016-04-16,"[2, 5, 9, 18, 20, 21, 39, 41, 50, 52, 56, 69, 72, 75, 82, 83, 84, 86, 96, 99]",02-05-09-18-20-21-39-41-50-52-56-69-72-75-82-83-84-86-96-99,7921418,1,34,145,824,10261,10,2,5,9,18,20,21,39,41,50,52,56,69,72,75,82,83,84,86,96,99
2589,2016-04-18,"[1, 18, 21, 26, 37, 40, 47, 53, 55, 67, 69, 70, 75, 77, 83, 85, 89, 94, 95, 99]",01-18-21-26-37-40-47-53-55-67-69-70-75-77-83-85-89-94-95-99,18440279,0,31,118,1270,12094,3,1,18,21,26,37,40,47,53,55,67,69,70,75,77,83,85,89,94,95,99
2590,2016-04-20,"[0, 1, 2, 6, 22, 32, 35, 41, 42, 46, 50, 57, 67, 68, 78, 87, 93, 95, 96, 99]",00-01-02-06-22-32-35-41-42-46-50-57-67-68-78-87-93-95-96-99,7573547,3,20,221,1417,9216,4,0,1,2,6,22,32,35,41,42,46,50,57,67,68,78,87,93,95,96,99
2591,2016-04-22,"[3, 5, 11, 12, 20, 23, 27, 30, 42, 47, 55, 62, 64, 66, 71, 72, 79, 84, 92, 98]",03-05-11-12-20-23-27-30-42-47-55-62-64-66-71-72-79-84-92-98,7185348,2,33,199,604,13672,2,3,5,11,12,20,23,27,30,42,47,55,62,64,66,71,72,79,84,92,98
2592,2016-04-25,"[4, 9, 10, 13, 16, 21, 25, 30, 32, 35, 38, 39, 48, 51, 68, 80, 84, 91, 92, 93]",04-09-10-13-16-21-25-30-32-35-38-39-48-51-68-80-84-91-92-93,12973117,2,8,214,1995,5664,9,4,9,10,13,16,21,25,30,32,35,38,39,48,51,68,80,84,91,92,93
2593,2016-04-27,"[4, 8, 15, 19, 20, 24, 34, 36, 38, 40, 45, 47, 55, 66, 72, 74, 81, 88, 89, 92]",04-08-15-19-20-24-34-36-38-40-45-47-55-66-72-74-81-88-89-92,15103186,1,14,201,1960,8617,10,4,8,15,19,20,24,34,36,38,40,45,47,55,66,72,74,81,88,89,92
2594,2016-04-29,"[7, 8, 12, 13, 14, 17, 18, 20, 26, 30, 31, 36, 45, 52, 55, 76, 78, 81, 91, 98]",07-08-12-13-14-17-18-20-26-30-31-36-45-52-55-76-78-81-91-98,5793222,0,21,68,1314,8034,10,7,8,12,13,14,17,18,20,26,30,31,36,45,52,55,76,78,81,91,98
2595,2016-05-02,"[8, 10, 12, 25, 29, 30, 35, 39, 40, 41, 52, 55, 73, 74, 75, 78, 79, 90, 93, 99]",08-10-12-25-29-30-35-39-40-41-52-55-73-74-75-78-79-90-93-99,12501254,2,50,124,1007,13934,6,8,10,12,25,29,30,35,39,40,41,52,55,73,74,75,78,79,90,93,99
2596,2016-05-04,"[0, 9, 15, 28, 32, 33, 36, 41, 45, 49, 59, 66, 77, 80, 84, 88, 92, 96, 98, 99]",00-09-15-28-32-33-36-41-45-49-59-66-77-80-84-88-92-96-98-99,18146945,0,48,279,923,6697,4,0,9,15,28,32,33,36,41,45,49,59,66,77,80,84,88,92,96,98,99
2597,2016-05-06,"[3, 5, 11, 15, 17, 19, 24, 26, 34, 36, 40, 43, 58, 59, 61, 67, 69, 70, 98, 99]",03-05-11-15-17-19-24-26-34-36-40-43-58-59-61-67-69-70-98-99,11031052,1,35,292,1224,11041,9,3,5,11,15,17,19,24,26,34,36,40,43,58,59,61,67,69,70,98,99
2598,2016-05-09,"[2, 4, 12, 15, 22, 27, 35, 36, 45, 48, 50, 51, 53, 56, 68, 73, 77, 89, 95, 99]",02-04-12-15-22-27-35-36-45-48-50-51-53-56-68-73-77-89-95-99,8944052,2,32,282,1789,9639,6,2,4,12,15,22,27,35,36,45,48,50,51,53,56,68,73,77,89,95,99
2599,2016-05-11,"[3, 4, 5, 6, 7, 19, 28, 35, 37, 39, 47, 49, 54, 65, 68, 71, 77, 83, 88, 93]",03-04-05-06-07-19-28-35-37-39-47-49-54-65-68-71-77-83-88-93,6764879,1,14,97,1582,8402,8,3,4,5,6,7,19,28,35,37,39,47,49,54,65,68,71,77,83,88,93
2600,2016-05-13,"[0, 3, 11, 12, 13, 17, 18, 21, 22, 32, 34, 38, 56, 57, 68, 71, 74, 76, 88, 99]",00-03-11-12-13-17-18-21-22-32-34-38-56-57-68-71-74-76-88-99,18144264,2,47,143,1683,9064,8,0,3,11,12,13,17,18,21,22,32,34,38,56,57,68,71,74,76,88,99
2601,2016-05-15,"[8, 16, 18, 22, 23, 33, 40, 45, 52, 55, 59, 62, 67, 71, 80, 87, 88, 89, 92, 97]",08-16-18-22-23-33-40-45-52-55-59-62-67-71-80-87-88-89-92-97,8037357,1,17,116,1677,9038,3,8,16,18,22,23,33,40,45,52,55,59,62,67,71,80,87,88,89,92,97
2602,2016-05-18,"[3, 12, 14, 18, 19, 20, 21, 28, 30, 41, 56, 58, 62, 66, 67, 74, 77, 81, 91, 99]",03-12-14-18-19-20-21-28-30-41-56-58-62-66-67-74-77-81-91-99,9720590,3,43,258,1371,12503,6,3,12,14,18,19,20,21,28,30,41,56,58,62,66,67,74,77,81,91,99
2603,2016-05-20,"[5, 10, 19, 20, 28, 29, 30, 43, 45, 48, 52, 54, 56, 69, 72, 73, 79, 89, 96, 97]",05-10-19-20-28-29-30-43-45-48-52-54-56-69-72-73-79-89-96-97,19547119,3,28,92,561,12231,10,5,10,19,20,28,29,30,43,45,48,52,54,56,69,72,73,79,89,96,97
2604,2016-05-22,"[2, 3, 5, 19, 22, 23, 31, 37, 45, 54, 57, 59, 70, 74, 80, 81, 82, 88, 89, 90]",02-03-05-19-22-23-31-37-45-54-57-59-70-74-80-81-82-88-89-90,11064698,1,29,277,1603,6331,7,2,3,5,19,22,23,31,37,45,54,57,59,70,74,80,81,82,88,89,90
2605,2016-05-25,"[0, 2, 3, 22, 23, 26, 28, 30, 32, 33, 40, 41, 45, 54, 66, 79, 82, 89, 92, 94]",00-02-03-22-23-26-28-30-32-33-40-41-45-54-66-79-82-89-92-94,5868712,1,21,276,1354,9430,5,0,2,3,22,23,26,28,30,32,33,40,41,45,54,66,79,82,89,92,94
2606,2016-05-27,"[11, 12, 13, 16, 17, 24, 28, 29, 39, 40, 46, 59, 63, 64, 69, 71, 90, 93, 94, 97]",11-12-13-16-17-24-28-29-39-40-46-59-63-64-69-71-90-93-94-97,18477352,2,9,155,1348,13154,4,11,12,13,16,17,24,28,29,39,40,46,59,63,64,69,71,90,93,94,97
2607,2016-05-29,"[4, 5, 10, 14, 15, 16, 17, 21, 30, 40, 44, 49, 51, 54, 63, 69, 76, 83, 87, 95]",04-05-10-14-15-16-17-21-30-40-44-49-51-54-63-69-76-83-87-95,10121250,0,10,221,1696,14134,3,4,5,10,14,15,16,17,21,30,40,44,49,51,54,63,69,76,83,87,95
2608,2016-06-01,"[2, 7, 11, 13, 17, 19, 21, 32, 35, 37, 59, 61, 62, 68, 82, 83, 90, 94, 95, 96]",02-07-11-13-17-19-21-32-35-37-59-61-62-68-82-83-90-94-95-96,6027796,2,49,239,1946,13246,3,2,7,11,13,17,19,21,32,35,37,59,61,62,68,82,83,90,94,95,96
2609,2016-06-03,"[1, 5, 7, 13, 27, 36, 44, 46, 57, 59, 70, 77, 81, 86, 90, 91, 93, 94, 95, 99]",01-05-07-13-27-36-44-46-57-59-70-77-81-86-90-91-93-94-95-99,10992803,0,31,113,1955,13603,8,1,5,7,13,27,36,44,46,57,59,70,77,81,86,90,91,93,94,95,99
2610,2016-06-05,"[4, 10, 12, 13, 15, 22, 29, 38, 39, 43, 51, 52, 55, 61, 67, 71, 74, 80, 89, 98]",04-10-12-13-15-22-29-38-39-43-51-52-55-61-67-71-74-80-89-98,16412281,2,38,283,951,7365,4,4,10,12,13,15,22,29,38,39,43,51,52,55,61,67,71,74,80,89,98
2611,2016-06-07,"[1, 6, 17, 19, 20, 22, 28, 32, 38, 43, 45, 54, 55, 59, 64, 76, 79, 83, 89, 91]",01-06-17-19-20-22-28-32-38-43-45-54-55-59-64-76-79-83-89-91,18825762,0,43,81,1204,9641,9,1,6,17,19,20,22,28,32,38,43,45,54,55,59,64,76,79,83,89,91
2612,2016-06-10,"[4, 6, 12, 15, 19, 22, 28, 31, 32, 33, 36, 38, 43, 50, 78, 83, 88, 90, 94, 95]",04-06-12-15-19-22-28-31-32-33-36-38-43-50-78-83-88-90-94-95,18853960,3,50,292,1800,8422,2,4,6,12,15,19,22,28,31,32,33,36,38,43,50,78,83,88,90,94,95
2613,2016-06-12,"[3, 12, 16, 17, 20, 23, 25, 27, 29, 36, 40, 49, 50, 54, 56, 61, 63, 74, 82, 96]",03-12-16-17-20-23-25-27-29-36-40-49-50-54-56-61-63-74-82-96,11930094,1,26,170,1100,12826,5,3,12,16,17,20,23,25,27,29,36,40,49,50,54,56,61,63,74,82,96
2614,2016-06-14,"[3, 7, 18, 19, 20, 24, 27, 34, 47, 51, 55, 58, 64, 66, 77, 80, 85, 86, 88, 99]",03-07-18-19-20-24-27-34-47-51-55-58-64-66-77-80-85-86-88-99,14585830,1,20,290,809,6642,7,3,7,18,19,20,24,27,34,47,51,55,58,64,66,77,80,85,86,88,99
2615,2016-06-17,"[6, 12, 15, 17, 22, 26, 30, 32, 35, 38, 57, 60, 63, 65, 72, 75, 84, 91, 94, 96]",06-12-15-17-22-26-30-32-35-38-57-60-63-65-72-75-84-91-94-96,11706392,1,19,57,1038,13942,8,6,12,15,17,22,26,30,32,35,38,57,60,63,65,72,75,84,91,94,96
2616,2016-06-19,"[0, 4, 6, 14, 18, 23, 25, 31, 40, 47, 49, 50, 65, 69, 70, 73, 76, 78, 79, 98]",00-04-06-14-18-23-25-31-40-47-49-50-65-69-70-73-76-78-79-98,16234014,3,31,202,679,10324,9,0,4,6,14,18,23,25,31,40,47,49,50,65,69,70,73,76,78,79,98
2617,2016-06-21,"[20, 27, 28, 33, 36, 37, 42, 47, 54, 56, 61, 63, 70, 73, 75, 78, 88, 92, 95, 97]",20-27-28-33-36-37-42-47-54-56-61-63-70-73-75-78-88-92-95-97,17145855,0,18,212,760,10837,8,20,27,28,33,36,37,42,47,54,56,61,63,70,73,75,78,88,92,95,97
2618,2016-06-24,"[6, 15, 21, 22, 24, 28, 39, 41, 48, 61, 67, 68, 69, 77, 81, 86, 89, 91, 96, 98]",06-15-21-22-24-28-39-41-48-61-67-68-69-77-81-86-89-91-96-98,11030902,0,11,201,1366,14640,8,6,15,21,22,24,28,39,41,48,61,67,68,69,77,81,86,89,91,96,98
2619,2016-06-26,"[0, 5, 8, 11, 14, 15, 35, 38, 42, 43, 52, 63, 73, 77, 78, 81, 85, 90, 94, 95]",00-05-08-11-14-15-35-38-42-43-52-63-73-77-78-81-85-90-94-95,8300332,2,6,137,610,13418,7,0,5,8,11,14,15,35,38,42,43,52,63,73,77,78,81,85,90,94,95
2620,2016-06-28,"[4, 7, 8, 11, 19, 25, 37, 39, 42, 44, 46, 50, 53, 69, 71, 72, 81, 83, 84, 95]",04-07-08-11-19-25-37-39-42-44-46-50-53-69-71-72-81-83-84-95,16152670,0,46,164,1830,6724,6,4,7,8,11,19,25,37,39,42,44,46,50,53,69,71,72,81,83,84,95
2621,2016-06-30,"[2, 3, 6, 7, 21, 24, 31, 41, 44, 45, 47, 55, 63, 73, 82, 83, 84, 85, 93, 95]",02-03-06-07-21-24-31-41-44-45-47-55-63-73-82-83-84-85-93-95,9429274,3,48,231,847,13268,2,2,3,6,7,21,24,31,41,44,45,47,55,63,73,82,83,84,85,93,95
2622,2016-07-03,"[1, 3, 6, 9, 13, 15, 20, 22, 26, 40, 41, 54, 55, 59, 66, 69, 72, 74, 82, 89]",01-03-06-09-13-15-20-22-26-40-41-54-55-59-66-69-72-74-82-89,13114573,1,33,299,1953,11357,8,1,3,6,9,13,15,20,22,26,40,41,54,55,59,66,69,72,74,82,89
2623,2016-07-05,"[5, 13, 14, 18, 21, 28, 31, 40, 43, 45, 47, 50, 53, 61, 64, 70, 71, 87, 88, 96]",05-13-14-18-21-28-31-40-43-45-47-50-53-61-64-70-71-87-88-96,8054448,1,23,144,1646,10986,5,5,13,14,18,21,28,31,40,43,45,47,50,53,61,64,70,71,87,88,96
2624,2016-07-07,"[4, 11, 14, 16, 19, 20, 23, 28, 31, 35, 37, 41, 45, 50, 60, 65, 74, 75, 78, 95]",04-11-14-16-19-20-23-28-31-35-37-41-45-50-60-65-74-75-78-95,16153828,0,38,142,1525,12919,9,4,11,14,16,19,20,23,28,31,35,37,41,45,50,60,65,74,75,78,95
2625,2016-07-10,"[0, 9, 14, 16, 17, 20, 22, 25, 36, 44, 57, 58, 59, 64, 72, 81, 85, 88, 91, 95]",00-09-14-16-17-20-22-25-36-44-57-58-59-64-72-81-85-88-91-95,6227837,0,16,230,1005,12017,6,0,9,14,16,17,20,22,25,36,44,57,58,59,64,72,81,85,88,91,95
2626,2016-07-12,"[0, 3, 8, 19, 21, 24, 25, 28, 42, 44, 48, 53, 61, 62, 65, 70, 73, 74, 87, 95]",00-03-08-19-21-24-25-28-42-44-48-53-61-62-65-70-73-74-87-95,18380331,1,9,137,1449,7026,6,0,3,8,19,21,24,25,28,42,44,48,53,61,62,65,70,73,74,87,95
2627,2016-07-14,"[0, 2, 7, 8, 9, 12, 14, 35, 39, 40, 44, 51, 54, 55, 56, 59, 79, 82, 83, 84]",00-02-07-08-09-12-14-35-39-40-44-51-54-55-56-59-79-82-83-84,18398962,0,5,255,1762,6289,6,0,2,7,8,9,12,14,35,39,40,44,51,54,55,56,59,79,82,83,84
2628,2016-07-17,"[1, 8, 15, 19, 20, 32, 39, 40, 46, 51, 53, 59, 71, 72, 78, 79, 81, 92, 94, 97]",01-08-15-19-20-32-39-40-46-51-53-59-71-72-78-79-81-92-94-97,9388795,3,16,278,1325,8956,5,1,8,15,19,20,32,39,40,46,51,53,59,71,72,78,79,81,92,94,97
2629,2016-07-19,"[4, 8, 9, 16, 17, 19, 23, 28, 29, 37, 38, 54, 57, 58, 63, 66, 69, 70, 82, 87]",04-08-09-16-17-19-23-28-29-37-38-54-57-58-63-66-69-70-82-87,11543131,3,36,68,687,5786,2,4,8,9,16,17,19,23,28,29,37,38,54,57,58,63,66,69,70,82,87
2630,2016-07-21,"[3, 6, 8, 12, 19, 30, 32, 39, 40, 49, 51, 54, 67, 69, 70, 79, 85, 90, 91, 93]",03-06-08-12-19-30-32-39-40-49-51-54-67-69-70-79-85-90-91-93,14355393,1,15,115,516,10814,5,3,6,8,12,19,30,32,39,40,49,51,54,67,69,70,79,85,90,91,93
2631,2016-07-23,"[2, 3, 7, 12, 24, 27, 35, 41, 46, 57, 59, 61, 67, 78, 79, 83, 86, 91, 95, 96]",02-03-07-12-24-27-35-41-46-57-59-61-67-78-79-83-86-91-95-96,6485780,1,48,202,1829,11194,6,2,3,7,12,24,27,35,41,46,57,59,61,67,78,79,83,86,91,95,96
2632,2016-07-26,"[1, 8, 14, 19, 27, 29, 37, 57, 63, 65, 66, 68, 72, 77, 82, 86, 87, 95, 96, 98]",01-08-14-19-27-29-37-57-63-65-66-68-72-77-82-86-87-95-96-98,15314099,1,24,174,1318,14676,8,1,8,14,19,27,29,37,57,63,65,66,68,72,77,82,86,87,95,96,98
2633,2016-07-28,"[0, 1, 2, 3, 8, 16, 19, 21, 27, 31, 44, 45, 56, 60, 68, 69, 74, 78, 91, 98]",00-01-02-03-08-16-19-21-27-31-44-45-56-60-68-69-74-78-91-98,12342999,2,7,127,1273,9217,4,0,1,2,3,8,16,19,21,27,31,44,45,56,60,68,69,74,78,91,98
2634,2016-07-30,"[5, 7, 15, 17, 26, 30, 33, 41, 47, 48, 50, 55, 58, 62, 64, 67, 71, 82, 87, 92]",05-07-15-17-26-30-33-41-47-48-50-55-58-62-64-67-71-82-87-92,14427974,0,32,272,1980,8604,9,5,7,15,17,26,30,33,41,47,48,50,55,58,62,64,67,71,82,87,92
2635,2016-08-02,"[7, 9, 23, 25, 26, 30, 31, 36, 41, 42, 45, 47, 69, 71, 75, 88, 89, 92, 95, 99]",07-09-23-25-26-30-31-36-41-42-45-47-69-71-75-88-89-92-95-99,8645294,3,46,165,714,9675,6,7,9,23,25,26,30,31,36,41,42,45,47,69,71,75,88,89,92,95,99
2636,2016-08-04,"[16, 17, 22, 23, 30, 32, 38, 39, 43, 44, 52, 62, 64, 66, 73, 77, 79, 92, 94, 96]",16-17-22-23-30-32-38-39-43-44-52-62-64-66-73-77-79-92-94-96,5644755,2,26,70,700,7880,9,16,17,22,23,30,32,38,39,43,44,52,62,64,66,73,77,79,92,94,96
2637,2016-08-06,"[0, 5, 8, 11, 12, 16, 22, 28, 31, 35, 39, 51, 66, 67, 71, 73, 84, 93, 95, 99]",00-05-08-11-12-16-22-28-31-35-39-51-66-67-71-73-84-93-95-99,7690409,1,40,90,1444,13595,10,0,5,8,11,12,16,22,28,31,35,39,51,66,67,71,73,84,93,95,99
2638,2016-08-09,"[9, 15, 16, 21, 27, 28, 30, 46, 53, 57, 61, 66, 67, 69, 73, 84, 85, 91, 94, 96]",09-15-16-21-27-28-30-46-53-57-61-66-67-69-73-84-85-91-94-96,6357961,0,23,100,1430,6978,2,9,15,16,21,27,28,30,46,53,57,61,66,67,69,73,84,85,91,94,96
2639,2016-08-11,"[6, 7, 10, 12, 28, 29, 32, 42, 47, 53, 54, 56, 66, 70, 83, 89, 93, 94, 95, 96]",06-07-10-12-28-29-32-42-47-53-54-56-66-70-83-89-93-94-95-96,19191790,3,31,71,1544,7788,10,6,7,10,12,28,29,32,42,47,53,54,56,66,70,83,89,93,94,95,96
2640,2016-08-13,"[9, 21, 22, 29, 30, 35, 48, 51, 59, 63, 65, 68, 70, 72, 83, 86, 89, 92, 94, 99]",09-21-22-29-30-35-48-51-59-63-65-68-70-72-83-86-89-92-94-99,13207016,1,17,161,1435,7031,9,9,21,22,29,30,35,48,51,59,63,65,68,70,72,83,86,89,92,94,99
2641,2016-08-15,"[5, 7, 11, 12, 19, 24, 25, 32, 39, 41, 60, 71, 72, 78, 79, 81, 84, 89, 91, 97]",05-07-11-12-19-24-25-32-39-41-60-71-72-78-79-81-84-89-91-97,10426591,3,31,276,898,11736,3,5,7,11,12,19,24,25,32,39,41,60,71,72,78,79,81,84,89,91,97
2642,2016-08-18,"[5, 8, 12, 22, 23, 33, 34, 48, 52, 55, 58, 66, 68, 71, 74, 78, 79, 80, 82, 84]",05-08-12-22-23-33-34-48-52-55-58-66-68-71-74-78-79-80-82-84,11199607,1,26,244,823,6071,4,5,8,12,22,23,33,34,48,52,55,58,66,68,71,74,78,79,80,82,84
2643,2016-08-20,"[4, 8, 9, 21, 24, 29, 31, 40, 46, 53, 62, 63, 65, 66, 80, 83, 85, 86, 87, 93]",04-08-09-21-24-29-31-40-46-53-62-63-65-66-80-83-85-86-87-93,19711451,0,43,236,1771,8473,7,4,8,9,21,24,29,31,40,46,53,62,63,65,66,80,83,85,86,87,93
2644,2016-08-22,"[1, 4, 6, 12, 13, 18, 19, 23, 31, 34, 35, 41, 42, 57, 59, 72, 85, 89, 97, 98]",01-04-06-12-13-18-19-23-31-34-35-41-42-57-59-72-85-89-97-98,14372859,1,42,263,1267,10375,4,1,4,6,12,13,18,19,23,31,34,35,41,42,57,59,72,85,89,97,98
2645,2016-08-25,"[1, 2, 7, 12, 20, 22, 23, 24, 25, 28, 29, 35, 41, 44, 61, 89, 91, 94, 95, 98]",01-02-07-12-20-22-23-24-25-28-29-35-41-44-61-89-91-94-95-98,15218653,0,9,92,1637,9045,6,1,2,7,12,20,22,23,24,25,28,29,35,41,44,61,89,91,94,95,98
2646,2016-08-27,"[2, 7, 11, 20, 27, 29, 41, 52, 59, 62, 65, 68, 71, 73, 75, 80, 84, 85, 91, 92]",02-07-11-20-27-29-41-52-59-62-65-68-71-73-75-80-84-85-91-92,13667801,1,31,86,1699,10155,3,2,7,11,20,27,29,41,52,59,62,65,68,71,73,75,80,84,85,91,92
2647,2016-08-29,"[7, 13, 16, 17, 22, 23, 26, 29, 35, 37, 50, 51, 52, 58, 62, 65, 69, 82, 85, 98]",07-13-16-17-22-23-26-29-35-37-50-51-52-58-62-65-69-82-85-98,6917864,0,21,199,1502,11600,2,7,13,16,17,22,23,26,29,35,37,50,51,52,58,62,65,69,82,85,98
2648,2016-09-01,"[9, 13, 16, 17, 20, 21, 22, 30, 31, 43, 44, 46, 61, 71, 74, 79, 83, 86, 89, 97]",09-13-16-17-20-21-22-30-31-43-44-46-61-71-74-79-83-86-89-97,6537418,0,20,273,1908,8267,3,9,13,16,17,20,21,22,30,31,43,44,46,61,71,74,79,83,86,89,97
2649,2016-09-03,"[0, 2, 10, 12, 14, 16, 18, 23, 25, 35, 38, 46, 47, 61, 80, 85, 86, 87, 94, 95]",00-02-10-12-14-16-18-23-25-35-38-46-47-61-80-85-86-87-94-95,6387463,3,12,151,1816,7405,10,0,2,10,12,14,16,18,23,25,35,38,46,47,61,80,85,86,87,94,95
2650,2016-09-05,"[2, 7, 20, 27, 29, 31, 32, 42, 47, 49, 53, 60, 68, 75, 76, 77, 83, 88, 91, 99]",02-07-20-27-29-31-32-42-47-49-53-60-68-75-76-77-83-88-91-99,16860421,0,31,120,548,8439,3,2,7,20,27,29,31,32,42,47,49,53,60,68,75,76,77,83,88,91,99
